ref,name,management,pupils_total_2022_23,pcd,lat,lon,color,color_string,red,green,blue,radius,protestant,catholic,other,display,estimated_non_christians,estimated_non_christian_pct,estimated_non_christian_string,radius_freq,estimated_total_visits,no_withdrawn,pct_other,url
203-2628,Knocknagor Primary School,Roman Catholic Maintained,45.0,BT783TX,54.492553,-7.554537,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,67.0820393249937,0,41-45,Fewer than 5 (<12.0%),"St Macartan's, Trillick: <1/month",2,0.0444444444444444,Fewer than 5 (<12.0%),61.66491223210112,2.0,Zero,4.4%,https://www.whatdotheyknow.com/r/d422d1bd-b3df-4d4b-b8ae-fb07da4e4079
203-2662,"St Brigid's PS, Omagh BT79 7PT",Roman Catholic Maintained,66.0,BT797PT,54.651132,-7.172937,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,73,2,159,81.24038404635961,0,62-66,Fewer than 5 (<8.0%),Cappagh Parish Priests: <1/month,2,0.0303030303030303,Fewer than 5 (<8.0%),61.66491223210112,2.0,Zero,3.0%,https://www.whatdotheyknow.com/r/6baf734a-90d8-4356-ba05-e8743f433ff9
203-2676,"St Patrick's PS, Omagh BT79 8PU",Roman Catholic Maintained,83.0,BT798PU,54.716106,-7.228345,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,120,120,120,91.104335791443,0,79-83,Fewer than 5 (<7.0%),DID NOT RESPOND TO SURVEY,2,0.0240963855421686,Fewer than 5 (<7.0%),200.0,,,2.4%,https://www.whatdotheyknow.com/r/cc279a4d-dac6-4519-8d52-77f5f9b737cb
203-2682,"St Eugene's PS, Strabane",Roman Catholic Maintained,65.0,BT829JH,54.759388,-7.457354,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,80.62257748298549,0-4,57-65,Fewer than 5 (<8.0%),"Saint Theresa's RC Church, Sion Mills: <1/month",0,0.0,Fewer than 5 (<8.0%),61.66491223210112,2.0,Zero,3.1%,https://www.whatdotheyknow.com/r/e2e9f60c-7387-48b9-816c-554ff73475f5
203-2684,St Lawrence's Primary School,Roman Catholic Maintained,243.0,BT782NR,54.493603,-7.323812,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,101,0,167,155.88457268119896,0,239-243,Fewer than 5 (<3.0%),"St Lawrence's Church, Fintona: <1/month",2,0.0082304526748971,Fewer than 5 (<3.0%),61.66491223210112,2.0,Zero,0.8%,https://www.whatdotheyknow.com/r/55292df7-a554-45ae-9df8-0927e3fbcdd3
203-2685,"St Brigid's PS, Omagh BT79 8LR",Roman Catholic Maintained,24.0,BT798LR,54.780986,-7.08428,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,117,0,168,48.98979485566356,0,20-24,Fewer than 5 (<21.0%),Parish of Badoney Upper (Roman Catholic): est. 5-10 visits,2,0.0833333333333333,Fewer than 5 (<21.0%),73.45112196480086,6.0,Zero,8.3%,https://www.whatdotheyknow.com/r/df590c78-23e7-40de-b88d-dcaffe2a8559
203-2688,"St Eugene's PS, Omagh",Roman Catholic Maintained,22.0,BT797SN,54.676899,-7.283284,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,73,2,159,46.9041575982343,0,18-22,Fewer than 5 (<23.0%),"Christ The King, Cappagh: <1/month<br>Diocesan / Catechetical advisors: <1/month<br>St Eugene's Church, Derry: <1/month<br>St Mary's Church, Killyclogher: <1/month<br>St Mary's Church, Knockmoyle: <1/month",0,0.0,Fewer than 5 (<23.0%),90.67556188057766,12.0,Zero,9.1%,https://www.whatdotheyknow.com/r/8f66620b-76d0-4003-b989-9b4c3a2ae430
203-2694,St Caireall's Primary School,Roman Catholic Maintained,128.0,BT817XF,54.689938,-7.70262,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,120,120,120,113.1370849898476,0-4,120-128,Fewer than 5 (<4.0%),DID NOT RESPOND TO SURVEY,0,0.0,Fewer than 5 (<4.0%),200.0,,,1.6%,https://www.whatdotheyknow.com/r/ec0ac455-a521-4593-8a00-b6073de8d2f6
203-2700,"St Joseph's PS, Omagh",Roman Catholic Maintained,140.0,BT784QY,54.611889,-7.488989,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,115,0,168,118.32159566199232,0,136-140,Fewer than 5 (<4.0%),St Patrick's Langfield: 1-3/month,2,0.0142857142857142,Fewer than 5 (<4.0%),89.27562736909665,11.0,Zero,1.4%,https://www.whatdotheyknow.com/r/4f28b3db-56c9-486c-872d-d268a8571906
203-2704,St Ronan's Recarson Primary School,Roman Catholic Maintained,119.0,BT790NE,54.595891,-7.235386,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,146,15,162,109.08712114635712,0,115-119,Fewer than 5 (<5.0%),Cappagh Parish Priests: 1-3/month,2,0.0168067226890756,Fewer than 5 (<5.0%),89.27562736909665,11.0,5 or fewer,1.7%,https://www.whatdotheyknow.com/r/d03e68fb-40e3-4b64-8fab-fb1d68d5b2c3
203-2705,"St Patrick's PS, Omagh BT78 2RJ",Roman Catholic Maintained,110.0,BT782RJ,54.484556,-7.201639,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,73,2,159,104.88088481701516,0,106-110,Fewer than 5 (<5.0%),"Legion of Mary: 1-3/month<br>St. Patrick's, Eskra: 1-3/month",2,0.0181818181818181,Fewer than 5 (<5.0%),120.07074142882615,22.0,Zero,1.8%,https://www.whatdotheyknow.com/r/4f09ca02-855f-4e35-9232-424b03ec87a9
203-2721,"Sacred Heart PS, Omagh",Roman Catholic Maintained,74.0,BT781LA,54.537255,-7.294308,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,73,2,159,86.02325267042627,0,70-74,Fewer than 5 (<7.0%),No External Visitors,2,0.027027027027027,Fewer than 5 (<7.0%),46.97056274847714,0.0,Zero,2.7%,https://www.whatdotheyknow.com/r/3455100c-a811-444b-9f6b-ab049ff0260c
203-2723,Roscavey Primary School,Roman Catholic Maintained,60.0,BT790RE,54.508016,-7.161058,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,126,3,167,77.45966692414834,0,56-60,Fewer than 5 (<9.0%),No External Visitors,2,0.0333333333333333,Fewer than 5 (<9.0%),46.97056274847714,0.0,Zero,3.3%,https://www.whatdotheyknow.com/r/d32dfd76-c31f-4eb8-8c41-aca42d36db71
203-2730,"St Columba's PS, Strabane",Roman Catholic Maintained,105.0,BT829QY,54.793982,-7.530534,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,102.46950765959598,0,101-105,Fewer than 5 (<5.0%),"Eucharistic Adoration: twice per term<br>Legion of Mary: <1/month<br>Saint Columba's, Doneyloop - Parish Priest: <1/month",2,0.019047619047619,Fewer than 5 (<5.0%),99.58784606207632,11.0,Zero,1.9%,https://www.whatdotheyknow.com/r/19d73cc0-f54d-4475-b1bf-546e5de27002
203-2731,"St Teresa's PS, Omagh",Roman Catholic Maintained,183.0,BT799LG,54.627131,-7.10262,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,154,21,158,135.27749258468685,0,179-183,Fewer than 5 (<3.0%),"St Mary's Church, Loughmacrory: <1/month",2,0.0109289617486338,Fewer than 5 (<3.0%),61.66491223210112,2.0,Zero,1.1%,https://www.whatdotheyknow.com/r/3c813b62-6aaa-42ec-980e-8cf3d90720b6
203-2737,"St Colmcille's PS, Omagh",Roman Catholic Maintained,405.0,BT799BE,54.598316,-7.035423,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,73,2,159,201.24611797498108,0,401-405,Fewer than 5 (<2.0%),"Diocesan / Catechetical advisors: <1/month<br>Termonmaguirc Parish, Carrickmore: weekly",2,0.0049382716049382,Fewer than 5 (<2.0%),130.6243367325079,34.0,Zero,0.5%,https://www.whatdotheyknow.com/r/bcfbbf39-f03e-4364-9b66-081cfb759c7a
203-3706,Faughanvale Primary School,Roman Catholic Maintained,163.0,BT473EE,55.025393,-7.10922,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,127.67145334803703,0,159-163,Fewer than 5 (<4.0%),No External Visitors,2,0.0122699386503067,Fewer than 5 (<4.0%),46.97056274847714,0.0,Zero,1.2%,https://www.whatdotheyknow.com/r/78643475-a350-4a67-adf6-c7aefa3dfb5d
203-3708,St Aidan's Primary School Magilligan,Roman Catholic Maintained,64.0,BT490LL,55.151115,-6.90718,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,115,0,168,80.0,0-4,56-64,Fewer than 5 (<8.0%),"St Aidan's RC Church, Magilligan: <1/month",2,0.03125,Fewer than 5 (<8.0%),61.66491223210112,2.0,5 or fewer,3.1%,https://www.whatdotheyknow.com/r/c17c6a1a-f325-48bc-9d24-b6b37f92418e
203-6008,"St Patrick's PS, Omagh BT78 4AQ",Roman Catholic Maintained,104.0,BT784AQ,54.715358,-7.379801,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,115,0,168,101.9803902718557,0,100-104,Fewer than 5 (<5.0%),Parish of Ardstraw East: 1-3/month,2,0.0192307692307692,Fewer than 5 (<5.0%),89.27562736909665,11.0,Zero,1.9%,https://www.whatdotheyknow.com/r/b285415b-bbb4-41d5-be31-569bdf39a577
203-6032,"St John's PS, L'Derry",Roman Catholic Maintained,436.0,BT489PJ,54.995505,-7.338315,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,208.80613017821105,0-4,428-436,Fewer than 5 (<2.0%),St Mary's Church Creggan: 1-3/month,0,0.0,Fewer than 5 (<2.0%),89.27562736909665,11.0,5 or fewer,0.5%,https://www.whatdotheyknow.com/r/2cb504d7-e897-4606-a873-02ffb0455153
203-6045,"St Canice's PS, L'Derry BT47 4SE",Roman Catholic Maintained,282.0,BT474SE,54.922312,-6.91358,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,84,1,163,167.92855623746664,0,278-282,Fewer than 5 (<2.0%),St Patrick's Church Dungiven: <1/month,0,0.0,Fewer than 5 (<2.0%),61.66491223210112,2.0,5 or fewer,0.7%,https://www.whatdotheyknow.com/r/237cabb9-9269-490c-88d8-96431169065e
203-6069,"St Anne's PS, L'Derry",Roman Catholic Maintained,384.0,BT480EY,55.005322,-7.333246,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,136,7,165,195.95917942265424,0,380-384,Fewer than 5 (<2.0%),Diocesan / Catechetical advisors: <1/month,0,0.0,Fewer than 5 (<2.0%),58.68548662402544,2.0,10,0.5%,https://www.whatdotheyknow.com/r/e611e353-3eab-420e-b7fc-8c25f9d9095a
203-6070,"St Joseph's PS, Enniskillen BT93 0HA",Roman Catholic Maintained,153.0,BT930HA,54.53127,-7.658811,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,104,0,167,123.6931687685298,0,141,12 (7.8%),"Love for Life: <1/month<br>St. Joseph's, Ederney: 1-3/month",0,0.0,Fewer than 5 (<4.0%),111.86679075529608,14.0,Zero,7.8%,https://www.whatdotheyknow.com/r/0a7fa0f2-6cff-4f4c-897f-ad03de4cf801
203-6082,"St Colmcille's PS, L'Derry",Roman Catholic Maintained,264.0,BT474HR,54.912439,-7.156686,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,162.48076809271922,0-4,254,6-10 (3.0%),Diocesan / Catechetical advisors: <1/month<br>St Patrick's Church In Claudy: <1/month,5,0.0189393939393939,0-13 (1.9%),79.00534470365258,4.0,5 or fewer,3.0%,https://www.whatdotheyknow.com/r/1b69d67a-aaaa-4639-92e6-a649c1f64001
203-6084,Steelstown Primary School,Roman Catholic Maintained,455.0,BT488EX,55.027308,-7.308315,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,213.3072900770154,0-4,447-455,Fewer than 5 (<2.0%),Our Lady of Lourdes Steelstown: <1/month,2,0.0043956043956043,Fewer than 5 (<2.0%),61.66491223210112,2.0,5 or fewer,0.4%,https://www.whatdotheyknow.com/r/47aa1539-4e32-4ef0-9b02-d9bc45628d9d
203-6085,St Peter's & St Paul's Primary School,Roman Catholic Maintained,57.0,BT474PJ,54.92985,-7.030482,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,75.4983443527075,0-4,49-57,Fewer than 5 (<9.0%),St Peter's and St Paul's Church Foreglen: <1/month,2,0.0350877192982456,Fewer than 5 (<9.0%),61.66491223210112,2.0,5 or fewer,3.5%,https://www.whatdotheyknow.com/r/5ddd3c2c-37b1-48b0-9361-9404ecca8cc7
203-6090,St Naile's Primary School,Roman Catholic Maintained,102.0,BT924FJ,54.226683,-7.645845,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,176,42,143,100.99504938362077,0,98-102,Fewer than 5 (<5.0%),St Naile's Church: <1/month,0,0.0,Fewer than 5 (<5.0%),61.66491223210112,2.0,Zero,2.0%,https://www.whatdotheyknow.com/r/7f26d171-b1c1-4f72-8bd0-9d031c59a6c2
203-6094,"St Patrick's PS, Castlederg",Roman Catholic Maintained,313.0,BT817EE,54.716013,-7.596249,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,176.91806012954132,0-4,300,9-13 (3.5%),Castlederg Churches Forum (Which Includes Presbyterian/Methodist and Church of Ireland Churches In Castlederg): 1-3/month<br>Love for Life: 1-3/month<br>St Patrick's Church Castlederg: 1-3/month,10,0.0319488817891373,6-15 (3.2%),154.0805126777514,32.0,5 or fewer,3.5%,https://www.whatdotheyknow.com/r/fe2f74b5-46bd-4dd4-93ba-c9f8abd0a96c
203-6095,"St Mary's PS, Strabane BT82 0BE",Roman Catholic Maintained,156.0,BT820BE,54.88006,-7.415771,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,115,0,168,124.89995996796796,0,152-156,Fewer than 5 (<4.0%),Leckpatrick Parish Church: <1/month,2,0.0128205128205128,Fewer than 5 (<4.0%),61.66491223210112,2.0,Zero,1.3%,https://www.whatdotheyknow.com/r/e65618ed-7746-4abe-998e-004c0393e061
203-6097,"St Peter's PS, Omagh",Roman Catholic Maintained,74.0,BT798AF,54.768753,-7.253756,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,86.02325267042627,0-4,66-74,Fewer than 5 (<7.0%),Sacred Heart Church – School Chaplin: 1-3/month,2,0.027027027027027,Fewer than 5 (<7.0%),89.27562736909665,11.0,Zero,2.7%,https://www.whatdotheyknow.com/r/a6def62f-b593-405b-9b1b-e907e0308548
203-6105,St Martin's Primary School,Roman Catholic Maintained,104.0,BT934AE,54.419779,-8.088937,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,101.9803902718557,0-4,96-104,Fewer than 5 (<5.0%),"Mary, Queen of Peace, Garrison: <1/month",2,0.0192307692307692,Fewer than 5 (<5.0%),61.66491223210112,2.0,Zero,1.9%,https://www.whatdotheyknow.com/r/4d194b37-5f42-459d-8dd8-d8b09c64a19e
203-6107,"St Joseph's PS, Enniskillen BT92 5BE",Roman Catholic Maintained,72.0,BT925BE,54.216796,-7.390917,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,84.85281374238569,0,68-72,Fewer than 5 (<7.0%),Gallon Parish: <1/month,0,0.0,Fewer than 5 (<7.0%),61.66491223210112,2.0,Zero,2.8%,https://www.whatdotheyknow.com/r/9c0d32b1-fdf5-402c-bd08-bfefd2258613
203-6116,St Conor's Primary School,Roman Catholic Maintained,446.0,BT785JQ,54.598425,-7.324659,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,211.1871208194288,0,442-446,Fewer than 5 (<2.0%),"Sacred Heart Church, Omagh: <1/month",0,0.0,Fewer than 5 (<2.0%),61.66491223210112,2.0,Zero,0.4%,https://www.whatdotheyknow.com/r/8974957a-e2c5-42be-b2db-ec6056c01dab
203-6142,"St Brigid's Primary School & Nursery, Carnhill",Roman Catholic Maintained,410.0,BT488BZ,55.024672,-7.317226,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,115,0,168,202.48456731316588,0,406-410,Fewer than 5 (<2.0%),Three Patrons Parish: <1/month,0,0.0,Fewer than 5 (<2.0%),61.66491223210112,2.0,Zero,0.5%,https://www.whatdotheyknow.com/r/215fd149-59a3-49ab-b8f4-01546fc87268
203-6143,"St Oliver Plunkett PS, L'Derry",Roman Catholic Maintained,196.0,BT476XA,55.031244,-7.268792,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,98,0,166,140.0,0-4,176,16-20 (9.2%),Reach Mentoring: <1/month,15,0.0765306122448979,10-20 (7.7%),88.51382544830787,3.0,5 or fewer,9.2%,https://www.whatdotheyknow.com/r/f65fc33e-8d84-4dd5-8b36-05ec073ea0b8
203-6149,St Finlough's Primary School Sistrakeel,Roman Catholic Maintained,68.0,BT499JL,55.013004,-7.039372,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,73,2,159,82.46211251235322,0,64-68,Fewer than 5 (<8.0%),Churches Within Limavady Parish: <1/month<br>St Finlough's Church: <1/month,2,0.0294117647058823,Fewer than 5 (<8.0%),71.44072071445348,5.0,5 or fewer,2.9%,https://www.whatdotheyknow.com/r/320b9bb9-55cc-43e9-b6d7-9df79f48f998
203-6153,St Scire's Primary School,Roman Catholic Maintained,144.0,BT783RB,54.44771,-7.489048,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,73,2,159,120.0,0,140-144,Fewer than 5 (<4.0%),No External Visitors,2,0.0138888888888888,Fewer than 5 (<4.0%),46.97056274847714,0.0,Zero,1.4%,https://www.whatdotheyknow.com/r/4722ebc9-e235-48f1-b5e9-eb6e886b953b
203-6181,"St Mary's PS, Enniskillen BT92 9QF",Roman Catholic Maintained,133.0,BT929QF,54.154498,-7.525775,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,120,120,120,115.32562594670796,0,129-133,Fewer than 5 (<4.0%),DID NOT RESPOND TO SURVEY,0,0.0,Fewer than 5 (<4.0%),200.0,,,1.5%,https://www.whatdotheyknow.com/r/bddad4c9-64d2-4ef1-8c8b-e909a4baba34
203-6186,St Dympna's Primary School,Roman Catholic Maintained,212.0,BT783FE,54.513523,-7.456266,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,73,2,159,145.60219778561037,0-4,203,5-9 (3.3%),Dromore Parish Priests: 1-3/month,6,0.0283018867924528,2-11 (2.8%),95.0661202162846,11.0,5 or fewer,3.3%,https://www.whatdotheyknow.com/r/12e0d71f-c5c3-4269-87b8-6c55fc864643
203-6187,St John's Primary School Dernaflaw,Roman Catholic Maintained,167.0,BT474PN,54.924055,-6.967172,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,115,0,168,129.22847983320085,0,163-167,Fewer than 5 (<3.0%),No External Visitors,2,0.0119760479041916,Fewer than 5 (<3.0%),46.97056274847714,0.0,Zero,1.2%,https://www.whatdotheyknow.com/r/bf73d73b-62c2-4abc-883d-ba8b15a274c9
203-6213,"St Columban's PS, Enniskillen",Roman Catholic Maintained,95.0,BT935DS,54.3074,-7.895129,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,97.46794344808964,0-4,87-95,Fewer than 5 (<6.0%),Cleenish Parish: 1-3/month,2,0.0210526315789473,Fewer than 5 (<6.0%),89.27562736909665,11.0,Zero,2.1%,https://www.whatdotheyknow.com/r/d9372155-2603-4d57-b840-489b7feb71cb
203-6227,St Paul's Primary School Slievemore,Roman Catholic Maintained,217.0,BT488QZ,55.04889,-7.263448,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,147.3091986265623,0-4,208,5-9 (3.2%),No External Visitors,6,0.0276497695852534,4-10 (2.8%),61.74901573277509,0.0,Zero,3.2%,https://www.whatdotheyknow.com/r/bce5a8da-512e-406c-b31c-a81d4b8f5a2d
203-6247,"St Columba's PS, L'Derry",Roman Catholic Maintained,47.0,BT472QS,54.957264,-7.358034,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,89,1,164,68.55654600401044,0,43-47,Fewer than 5 (<11.0%),Parish of Glendermott and Strathfoyle: <1/month,2,0.0425531914893617,Fewer than 5 (<11.0%),61.66491223210112,2.0,Zero,4.3%,https://www.whatdotheyknow.com/r/2280ad18-9bb5-4bd2-906d-279b23f86bdb
203-6258,St Davog's Primary School,Roman Catholic Maintained,104.0,BT933FJ,54.481322,-8.090659,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,82,1,163,101.9803902718557,0-4,94,6-10 (7.7%),No External Visitors,7,0.0673076923076923,4-11 (6.7%),63.941125496954285,0.0,Zero,7.7%,https://www.whatdotheyknow.com/r/eb408f9d-4211-47fc-a39f-8b8c35d736c5
203-6259,"Sacred Heart PS, L'Derry",Roman Catholic Maintained,427.0,BT472DT,54.985033,-7.307949,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,136,7,165,206.63978319771823,0-4,418-422,5 (1.2%),No External Visitors,5,0.0117096018735363,5 (1.2%),56.83281572999748,0.0,Zero,1.2%,https://www.whatdotheyknow.com/r/62453f94-1050-4477-a85d-837580526fce
203-6288,"Good Shepherd Primary & Nursery, Derry",Roman Catholic Maintained,430.0,BT476BW,54.993609,-7.309067,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,73,2,159,207.3644135332772,6,388,36 (8.4%),"Parishes of Glendermott: <1/month<br>Strathfoyle, Waterside: <1/month",25,0.0581395348837209,25 (5.8%),111.32240363721016,5.0,Zero,8.4%,https://www.whatdotheyknow.com/r/c9e9ba16-34f4-4f46-8061-17f8104c9ff2
203-6291,"St Oliver Plunkett PS, Omagh",Roman Catholic Maintained,123.0,BT790TH,54.544478,-7.171157,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,73,2,159,110.90536506409418,0,119-123,Fewer than 5 (<5.0%),No External Visitors,2,0.016260162601626,Fewer than 5 (<5.0%),46.97056274847714,0.0,Zero,1.6%,https://www.whatdotheyknow.com/r/21861210-538b-4039-96ba-f123c5bad969
203-6356,"St Mary's Primary School, Tempo",Roman Catholic Maintained,151.0,BT943HU,54.385507,-7.466087,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,122.88205727444507,0,147-151,Fewer than 5 (<4.0%),No External Visitors,0,0.0,Fewer than 5 (<4.0%),46.97056274847714,0.0,Zero,1.3%,https://www.whatdotheyknow.com/r/6d5335e9-ae14-4813-9ca0-060b896abfae
203-6415,"Our Lady of Lourdes PS, Omagh",Roman Catholic Maintained,112.0,BT797QP,54.692109,-7.087182,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,105.83005244258362,0,108-112,Fewer than 5 (<5.0%),"St Patrick's Church, Greencastle: <1/month",2,0.0178571428571428,Fewer than 5 (<5.0%),61.66491223210112,2.0,Zero,1.8%,https://www.whatdotheyknow.com/r/c43d3ce9-374f-4e98-b89d-c56df606ce24
203-6449,"Christ the King PS, Omagh",Roman Catholic Maintained,196.0,BT797HX,54.613757,-7.300491,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,82,1,163,140.0,5-9,187,Fewer than 5 (<3.0%),"Cappagh Parish, Killyclogher: <1/month",2,0.010204081632653,Fewer than 5 (<3.0%),61.66491223210112,2.0,8,1.0%,https://www.whatdotheyknow.com/r/f2725a44-d829-4d53-8ce0-a4bc08d68ef0
203-6458,"St Mary’s Primary School, Gortnaghey",Roman Catholic Maintained,77.0,BT474PZ,54.956429,-6.97026,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,87.74964387392123,0-4,73-77,0 (0.0%),"Church of The Immaculate Conception , Gortnaghey , Dungiven , Derry , Northern Ireland: <1/month",0,0.0,0 (0%),56.73325020768456,2.0,Zero,0.0%,https://www.whatdotheyknow.com/r/b222d452-036a-4607-a85d-0ef5820e6a18
