ref,name,postcode,management,pupils_total_2022_23,religion_protestant_2022_23,religion_catholic_2022_23,religion_other_2022_23,religion_protestant_est_low_2022_23,religion_catholic_est_low_2022_23,religion_other_est_low_2022_23,religion_protestant_est_mid_2022_23,religion_catholic_est_mid_2022_23,religion_other_est_mid_2022_23,religion_protestant_est_high_2022_23,religion_catholic_est_high_2022_23,religion_other_est_high_2022_23,pcd,lat,lon,color,color_string,red,green,blue,radius,protestant,catholic,other
503-2591,Roan St Patrick's Primary School ,BT701LE,Roman Catholic Maintained,168,*,#,*,0,160,0,2,164,2,4,168,4,BT701LE,54.453508,-6.797896,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,129.6148139681572,0-4,160-168,0-4
503-2592,St Mary's Primary School ,BT703LH,Roman Catholic Maintained,78,0,#,*,0,74,0,0,76,2,0,78,4,BT703LH,54.549227,-6.786644,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,88.31760866327848,0,74-78,0-4
503-2624,St Macartan's Primary School ,BT760HE,Roman Catholic Maintained,119,*,108,#,0,108,7,2,108,9,4,108,11,BT760HE,54.408656,-7.172544,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,109.08712114635713,0-4,108,07-Nov
503-2678,St Patrick's Primary School ,BT703HG,Roman Catholic Maintained,214,0,206,8,0,206,8,0,206,8,0,206,8,BT703HG,54.533009,-6.816368,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,146.28738838327794,0,206,8
503-2692,St Mary's Primary School ,BT715HT,Roman Catholic Maintained,90,0,#,*,0,86,0,0,88,2,0,90,4,BT715HT,54.57751,-6.678816,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,94.86832980505139,0,86-90,0-4
503-2697,St Patrick's Primary School ,BT770ET,Roman Catholic Maintained,90,0,90,0,0,90,0,0,90,0,0,90,0,BT770ET,54.391605,-7.103474,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,94.86832980505139,0,90,0
503-2698,St Brigid's Primary School ,BT715DY,Roman Catholic Maintained,128,0,#,*,0,124,0,0,126,2,0,128,4,BT715DY,54.558216,-6.603959,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,113.13708498984761,0,124-128,0-4
503-2699,St Mary's Primary School ,BT809NT,Roman Catholic Maintained,179,0,179,0,0,179,0,0,179,0,0,179,0,BT809NT,54.672154,-6.936996,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,133.79088160259653,0,179,0
503-2703,St Peter's Primary School ,BT800HT,Roman Catholic Maintained,169,0,#,*,0,165,0,0,167,2,0,169,4,BT800HT,54.628994,-6.515733,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,130,0,165-169,0-4
503-2713,Derrychrin Primary School ,BT800BX,Roman Catholic Maintained,172,*,#,0,0,168,0,2,170,0,4,172,0,BT800BX,54.655621,-6.563277,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,131.1487705,0-4,168-172,0
503-2714,"Holy Family Primary School, Aughamullan",BT715DR,Roman Catholic Maintained,57,0,#,*,0,53,0,0,55,2,0,57,4,BT715DR,54.540383,-6.625118,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,75.49834435,0,53-57,0-4
503-2715,St John's Primary School ,BT717SQ,Roman Catholic Maintained,206,0,197,9,0,197,9,0,197,9,0,197,9,BT717SQ,54.44543,-6.696438,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,143.52700094407322,0,197,9
503-2717,St Patrick's Primary School ,BT715AU,Roman Catholic Maintained,234,*,227,*,3,227,3,3.5,227,3.5,4,227,4,BT715AU,54.613832,-6.558373,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,152.97058540778355,03-Apr,227,03-Apr
503-2729,St John's Primary School ,BT714QN,Roman Catholic Maintained,222,0,#,*,0,218,0,0,220,2,0,222,4,BT714QN,54.52326,-6.625987,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,148.9966442575134,0,218-222,0-4
503-2734,St Mary's Primary School ,BT703AN,Roman Catholic Maintained,214,*,#,*,0,206,0,2,210,2,4,214,4,BT703AN,54.491316,-6.923115,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,146.28738838327794,0-4,206-214,0-4
503-2735,St Mary's Primary School ,BT702JH,Roman Catholic Maintained,144,0,#,*,0,140,0,0,142,2,0,144,4,BT702JH,54.470546,-7.030304,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,120,0,140-144,0-4
503-2736,St Mary's Primary School ,BT750SA,Roman Catholic Maintained,42,*,#,*,0,34,0,2,38,2,4,42,4,BT750SA,54.373774,-7.325891,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,64.80740698,0-4,34-42,0-4
503-3003,St Paul's Primary School ,BT345RH,Roman Catholic Maintained,95,0,95,0,0,95,0,0,95,0,0,95,0,BT345RH,54.225088,-6.091653,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,97.46794344808963,0,95,0
503-3004,St Mary's Primary School ,BT345DQ,Roman Catholic Maintained,97,0,#,*,0,93,0,0,95,2,0,97,4,BT345DQ,54.236355,-6.158009,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,98.48857801796103,0,93-97,0-4
503-3006,St Michael's Primary School (Finnis),BT252EE,Roman Catholic Maintained,75,0,#,*,0,71,0,0,73,2,0,75,4,BT252EE,54.361572,-6.024079,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,86.60254037844388,0,71-75,0-4
503-3011,St Marys Primary School Dechomet,BT319QE,Roman Catholic Maintained,100,*,#,*,0,92,0,2,96,2,4,100,4,BT319QE,54.304704,-6.075725,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,100,0-4,92-100,0-4
503-3025,St Patrick's Primary School ,BT345UY,Roman Catholic Maintained,320,*,317,0,3,317,0,3,317,0,3,317,0,BT345UY,54.201049,-6.131519,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,178.88543819998318,03-Mar,317,0
503-3324,St Patrick's Primary School ,BT670AR,Roman Catholic Maintained,90,*,#,*,0,82,0,2,86,2,4,90,4,BT670AR,54.50992,-6.292033,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,94.86832980505139,0-4,82-90,0-4
503-6000,St Colman's Primary School ,BT251BD,Roman Catholic Maintained,92,7,74,11,7,74,11,7,74,11,7,74,11,BT251BD,54.416662,-6.147188,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,95.91663046625439,7,74,11
503-6006,St Mary's Primary School ,BT670BW,Roman Catholic Maintained,140,0,#,*,0,136,0,0,138,2,0,140,4,BT670BW,54.533881,-6.32927,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,118.32159566199232,0,136-140,0-4
503-6009,St Mary's Primary School ,BT666NR,Roman Catholic Maintained,102,0,97,5,0,97,5,0,97,5,0,97,5,BT666NR,54.502464,-6.462774,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,100.99504938362077,0,97,5
503-6031,St Patrick's Primary School Loup,BT457TS,Roman Catholic Maintained,148,0,#,*,0,144,0,0,146,2,0,148,4,BT457TS,54.696485,-6.597492,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,121.65525060596438,0,144-148,0-4
503-6033,St Joseph's Primary School ,BT702NX,Roman Catholic Maintained,223,0,223,0,0,223,0,0,223,0,0,223,0,BT702NX,54.541528,-6.898353,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,149.33184523068078,0,223,0
503-6043,St Mary's Primary School ,BT323DJ,Roman Catholic Maintained,503,6,474,23,6,474,23,6,474,23,6,474,23,BT323DJ,54.351114,-6.276096,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,224.27661492005802,6,474,23
503-6047,St Patrick's Primary School ,BT714QZ,Roman Catholic Maintained,192,0,184,8,0,184,8,0,184,8,0,184,8,BT714QZ,54.527787,-6.661099,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,138.56406460551017,0,184,8
503-6057,St Malachy's Primary School ,BT457XR,Roman Catholic Maintained,49,0,49,0,0,49,0,0,49,0,0,49,0,BT457XR,54.652693,-6.663796,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,70,0,49,0
503-6061,St Colman's Primary School and All Saints' Nursery Unit ,BT325LS,Roman Catholic Maintained,206,*,#,*,0,198,0,2,202,2,4,206,4,BT325LS,54.300222,-6.190122,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,143.52700094407322,0-4,198-206,0-4
503-6064,St Malachy's Primary School ,BT357HF,Roman Catholic Maintained,321,0,#,*,0,317,0,0,319,2,0,321,4,BT357HF,54.181298,-6.419359,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,179.16472867168918,0,317-321,0-4
503-6087,St Mary's Primary School ,BT359TP,Roman Catholic Maintained,304,0,295,9,0,295,9,0,295,9,0,295,9,BT359TP,54.108591,-6.476347,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,174.35595774162695,0,295,9
503-6099,St Patrick's Primary School ,BT350PZ,Roman Catholic Maintained,230,0,#,*,0,226,0,0,228,2,0,230,4,BT350PZ,54.124708,-6.578272,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,151.65750888103102,0,226-230,0-4
503-6101,St Brendan's Primary School ,BT655HS,Roman Catholic Maintained,410,0,374,36,0,374,36,0,374,36,0,374,36,BT655HS,54.437648,-6.364741,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,202.48456731316588,0,374,36
503-6108,St Joseph's Primary School ,BT809JB,Roman Catholic Maintained,85,0,#,*,0,81,0,0,83,2,0,85,4,BT809JB,54.646472,-6.878507,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,92.19544457292886,0,81-85,0-4
503-6110,St Joseph's Primary School ,BT357AW,Roman Catholic Maintained,390,*,380,#,0,380,6,2,380,8,4,380,10,BT357AW,54.196834,-6.404454,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,197.48417658131498,0-4,380,06-Oct
503-6118,St Mary's Primary School ,BT702RD,Roman Catholic Maintained,188,*,182,#,0,182,2,2,182,4,4,182,6,BT702RD,54.594967,-6.933902,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,137.11309200802089,0-4,182,02-Jun
503-6120,St Patrick's Primary School ,BT457NG,Roman Catholic Maintained,96,*,83,#,0,83,9,2,83,11,4,83,13,BT457NG,54.690036,-6.663531,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,97.97958971132712,0-4,83,Sep-13
503-6121,St Jarlath's Primary School ,BT717HH,Roman Catholic Maintained,168,0,157,11,0,157,11,0,157,11,0,157,11,BT717HH,54.414748,-6.697967,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,129.6148139681572,0,157,11
503-6122,Jonesborough Primary School ,BT358HR,Roman Catholic Maintained,91,0,86,5,0,86,5,0,86,5,0,86,5,BT358HR,54.089508,-6.370841,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,95.39392014169457,0,86,5
503-6130,St Laurence O'Toole's Primary School ,BT357PH,Roman Catholic Maintained,77,0,77,0,0,77,0,0,77,0,0,77,0,BT357PH,54.184426,-6.48733,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,87.74964387392123,0,77,0
503-6136,Sacred Heart Primary School ,BT703JE,Roman Catholic Maintained,121,0,#,*,0,117,0,0,119,2,0,121,4,BT703JE,54.601068,-6.838394,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,110,0,117-121,0-4
503-6173,St John the Baptist Primary School ,BT621EB,Roman Catholic Maintained,459,*,402,#,0,402,53,2,402,55,4,402,57,BT621EB,54.43443,-6.461039,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,214.24285285628548,0-4,402,53-57
503-6180,St Oliver Plunkett Primary School ,BT618PF,Roman Catholic Maintained,121,*,#,*,0,113,0,2,117,2,4,121,4,BT618PF,54.410412,-6.56358,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,110,0-4,113-121,0-4
503-6363,St Mary's Primary School  Aughnacloy,BT696AJ,Roman Catholic Maintained,110,6,95,9,6,95,9,6,95,9,6,95,9,BT696AJ,54.411067,-6.973058,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,104.88088481701516,6,95,9
503-6400,St Colman's (Bann) Primary School ,BT636DU,Roman Catholic Maintained,130,*,123,#,0,123,3,2,123,5,4,123,7,BT636DU,54.38468,-6.309062,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,114.0175425099138,0-4,123,03-Jul
503-6409,St Ronan's Primary School ,BT341PR,Roman Catholic Maintained,432,*,415,#,0,415,13,2,415,15,4,415,17,BT341PR,54.187118,-6.327418,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,207.84609690826528,0-4,415,13-17
503-6433,St Malachy's Primary School ,BT358PJ,Roman Catholic Maintained,291,*,278,#,0,278,9,2,278,11,4,278,13,BT358PJ,54.175243,-6.355649,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,170.5872210923198,0-4,278,Sep-13
503-6457,St Francis' Primary School  Aghderg,BT323LN,Roman Catholic Maintained,159,*,146,#,0,146,9,2,146,11,4,146,13,BT323LN,54.317647,-6.30917,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,126.09520212918491,0-4,146,Sep-13
503-6463,St Joseph's Primary School ,BT684UF,Roman Catholic Maintained,27,0,27,0,0,27,0,0,27,0,0,27,0,BT684UF,54.350536,-6.840445,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,51.96152422706632,0,27,0
503-6504,St Patrick's Primary School Dungannon,BT716DE,Roman Catholic Maintained,842,*,815,#,0,815,23,2,815,25,4,815,27,BT716DE,54.504123,-6.759607,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,290.17236257093816,0-4,815,23-27
503-6545,St Colman's Primary School ,BT344DE,Roman Catholic Maintained,221,*,202,#,0,202,15,2,202,17,4,202,19,BT344DE,54.05884,-6.012273,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,148.66068747318505,0-4,202,15-19
503-6567,Holy Trinity Primary School ,BT808AG,Roman Catholic Maintained,700,*,655,#,0,655,41,2,655,43,4,655,45,BT808AG,54.644326,-6.747549,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,264.5751311,0-4,655,41-45
503-6572,St Colman's Primary School ,BT342LA,Roman Catholic Maintained,219,0,219,0,0,219,0,0,219,0,0,219,0,BT342LA,54.197561,-6.28792,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,147.9864858694874,0,219,0
503-6583,St Dallan's Primary School ,BT343RP,Roman Catholic Maintained,461,*,431,#,0,431,26,2,431,28,4,431,30,BT343RP,54.1022,-6.246598,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,214.7091055358389,0-4,431,26-30
503-6586,Presentation Primary School ,BT623AH,Roman Catholic Maintained,306,5,269,32,5,269,32,5,269,32,5,269,32,BT623AH,54.418598,-6.442699,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,174.9285568,5,269,32
503-6590,Primate Dixon Primary School ,BT714NW,Roman Catholic Maintained,579,0,553,26,0,553,26,0,553,26,0,553,26,BT714NW,54.545939,-6.706926,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,240.6241883103193,0,553,26
503-6595,St Peter's Primary School ,BT716SW,Roman Catholic Maintained,139,0,#,*,0,135,0,0,137,2,0,139,4,BT716SW,54.434818,-6.66418,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,117.89826122551595,0,135-139,0-4
503-6598,Our Lady's Primary School ,BT717NJ,Roman Catholic Maintained,190,0,190,0,0,190,0,0,190,0,0,190,0,BT717NJ,54.394017,-6.751154,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,137.84048752090223,0,190,0
503-6605,St Patrick's Primary School ,BT345BT,Roman Catholic Maintained,86,0,#,*,0,82,0,0,84,2,0,86,4,BT345BT,54.233456,-6.202831,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,92.73618495495704,0,82-86,0-4
503-6610,St Francis of Assisi Primary School ,BT603RW,Roman Catholic Maintained,200,*,163,#,0,163,33,2,163,35,4,163,37,BT603RW,54.248931,-6.706817,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,141.4213562373095,0-4,163,33-37
503-6622,St Johns Primary School ,BT604HT,Roman Catholic Maintained,184,*,#,*,0,176,0,2,180,2,4,184,4,BT604HT,54.28681,-6.835557,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,135.64659966250537,0-4,176-184,0-4
503-6633,St Francis Primary School ,BT666DN,Roman Catholic Maintained,821,5,781,35,5,781,35,5,781,35,5,781,35,BT666DN,54.463861,-6.347934,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,286.53097563788805,5,781,35
503-6634,St Clare’s Abbey Primary School ,BT341HD,Roman Catholic Maintained,510,*,454,#,0,454,52,2,454,54,4,454,56,BT341HD,54.174498,-6.334819,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,225.8317958127243,0-4,454,52-56
503-6639,Our Lady's and St Mochua's Primary School ,BT603EZ,Roman Catholic Maintained,168,0,#,*,0,164,0,0,166,2,0,168,4,BT603EZ,54.228504,-6.775985,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,129.6148139681572,0,164-168,0-4
503-6673,St Bronagh's Primary School,BT343DY,Roman Catholic Maintained,209,0,209,0,0,209,0,0,209,0,0,209,0,BT343DY,54.102164,-6.197951,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,144.5683229480096,0,209,0
503-6675,St Josephs and St James Primary School ,BT356SY,Roman Catholic Maintained,108,0,#,*,0,104,0,0,106,2,0,108,4,BT356SY,54.294298,-6.374714,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,103.92304845413264,0,104-108,0-4
503-6706,St Columban's Primary School ,BT344NL,Roman Catholic Maintained,211,0,#,*,0,207,0,0,209,2,0,211,4,BT344NL,54.072161,-5.982333,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,145.25839046333948,0,207-211,0-4
504-6137,Seagoe Primary School ,BT635HS,Other Maintained,392,269,22,101,269,22,101,269,22,101,269,22,101,BT635HS,54.435637,-6.426393,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,197.9898987322333,269,22,101
504-6241,The Drelincourt School,BT601EE,Other Maintained,12,*,*,#,0,0,4,2,2,8,4,4,12,BT601EE,54.34502,-6.636847,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,34.64101615137754,0-4,0-4,04-Dec
504-6597,Bunscoil an Iúir,BT342DH,Other Maintained,108,*,#,9,0,95,9,2,97,9,4,99,9,BT342DH,54.169731,-6.335118,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,103.92304845413264,0-4,95-99,9
504-6637,Gaelscoil Uí Néill,BT714PU,Other Maintained,135,0,#,*,0,131,0,0,133,2,0,135,4,BT714PU,54.536519,-6.684853,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,116.1895003862225,0,131-135,0-4
504-6692,Gaelscoil na mBeann & Naíscoil na mBeann,BT344NL,Other Maintained,85,*,#,6,0,75,6,2,77,6,4,79,6,BT344NL,54.072161,-5.982333,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,92.19544457292886,0-4,75-79,6
504-6695,Gaelscoil Aodha Rua ,BT701HD,Other Maintained,133,0,133,0,0,133,0,0,133,0,0,133,0,BT701HD,54.508629,-6.779495,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,115.32562594670796,0,133,0
504-6699,Naíscoil & Gaelscoil Eoghain,BT808QD,Other Maintained,136,0,#,*,0,132,0,0,134,2,0,136,4,BT808QD,54.641027,-6.743902,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,116.61903789690601,0,132-136,0-4
505-6013,Kilbroney Integrated Primary School ,BT343EL,Controlled Integrated,134,17,68,49,17,68,49,17,68,49,17,68,49,BT343EL,54.099592,-6.195387,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,115.75836902790226,17,68,49
506-6540,Bridge Integrated Primary School ,BT323EL,Grant Maintained Integrated,411,162,171,78,162,171,78,162,171,78,162,171,78,BT323EL,54.347145,-6.280614,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,202.73134932713293,162,171,78
506-6553,Portadown Integrated Primary School ,BT635RR,Grant Maintained Integrated,474,88,152,234,88,152,234,88,152,234,88,152,234,BT635RR,54.438126,-6.419532,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,217.7154105707724,88,152,234
506-6554,Windmill Integrated Primary School ,BT717BE,Grant Maintained Integrated,248,61,127,60,61,127,60,61,127,60,61,127,60,BT717BE,54.497259,-6.771916,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,157.48015748023622,61,127,60
506-6578,Saints & Scholars Int Primary School ,BT619HG,Grant Maintained Integrated,305,67,130,108,67,130,108,67,130,108,67,130,108,BT619HG,54.354615,-6.628115,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,174.6424919657298,67,130,108
506-6657,Phoenix Integrated Primary School ,BT808QF,Grant Maintained Integrated,221,64,106,51,64,106,51,64,106,51,64,106,51,BT808QF,54.639542,-6.740169,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,148.66068747318505,64,106,51
